htn	hypertension
abbr4712	clinical expansion term 4712
abbr4713	clinical expansion term 4713
abbr4714	clinical expansion term 4714
abbr4715	clinical expansion term 4715
abbr4716	clinical expansion term 4716
abbr4717	clinical expansion term 4717
abbr4718	clinical expansion term 4718
abbr4719	clinical expansion term 4719
abbr4720	clinical expansion term 4720
abbr4721	clinical expansion term 4721
abbr4722	clinical expansion term 4722
abbr4723	clinical expansion term 4723
abbr4724	clinical expansion term 4724
abbr4725	clinical expansion term 4725
abbr4726	clinical expansion term 4726
abbr4727	clinical expansion term 4727
abbr4728	clinical expansion term 4728
abbr4729	clinical expansion term 4729
abbr4730	clinical expansion term 4730
abbr4731	clinical expansion term 4731
abbr4732	clinical expansion term 4732
abbr4733	clinical expansion term 4733
abbr4734	clinical expansion term 4734
abbr4735	clinical expansion term 4735
abbr4736	clinical expansion term 4736
abbr4737	clinical expansion term 4737
abbr4738	clinical expansion term 4738
abbr4739	clinical expansion term 4739
abbr4740	clinical expansion term 4740
abbr4741	clinical expansion term 4741
abbr4742	clinical expansion term 4742
abbr4743	clinical expansion term 4743
abbr4744	clinical expansion term 4744
abbr4745	clinical expansion term 4745
abbr4746	clinical expansion term 4746
abbr4747	clinical expansion term 4747
abbr4748	clinical expansion term 4748
abbr4749	clinical expansion term 4749
abbr4750	clinical expansion term 4750
abbr4751	clinical expansion term 4751
abbr4752	clinical expansion term 4752
abbr4753	clinical expansion term 4753
abbr4754	clinical expansion term 4754
abbr4755	clinical expansion term 4755
abbr4756	clinical expansion term 4756
abbr4757	clinical expansion term 4757
abbr4758	clinical expansion term 4758
abbr4759	clinical expansion term 4759
abbr4760	clinical expansion term 4760
abbr4761	clinical expansion term 4761
abbr4762	clinical expansion term 4762
abbr4763	clinical expansion term 4763
abbr4764	clinical expansion term 4764
abbr4765	clinical expansion term 4765
abbr4766	clinical expansion term 4766
abbr4767	clinical expansion term 4767
abbr4768	clinical expansion term 4768
abbr4769	clinical expansion term 4769
abbr4770	clinical expansion term 4770
abbr4771	clinical expansion term 4771
abbr4772	clinical expansion term 4772
abbr4773	clinical expansion term 4773
abbr4774	clinical expansion term 4774
abbr4775	clinical expansion term 4775
abbr4776	clinical expansion term 4776
abbr4777	clinical expansion term 4777
abbr4778	clinical expansion term 4778
abbr4779	clinical expansion term 4779
abbr4780	clinical expansion term 4780
abbr4781	clinical expansion term 4781
abbr4782	clinical expansion term 4782
abbr4783	clinical expansion term 4783
abbr4784	clinical expansion term 4784
abbr4785	clinical expansion term 4785
abbr4786	clinical expansion term 4786
abbr4787	clinical expansion term 4787
abbr4788	clinical expansion term 4788
abbr4789	clinical expansion term 4789
abbr4790	clinical expansion term 4790
abbr4791	clinical expansion term 4791
abbr4792	clinical expansion term 4792
abbr4793	clinical expansion term 4793
abbr4794	clinical expansion term 4794
abbr4795	clinical expansion term 4795
abbr4796	clinical expansion term 4796
abbr4797	clinical expansion term 4797
abbr4798	clinical expansion term 4798
abbr4799	clinical expansion term 4799
abbr4800	clinical expansion term 4800
abbr4801	clinical expansion term 4801
abbr4802	clinical expansion term 4802
abbr4803	clinical expansion term 4803
abbr4804	clinical expansion term 4804
abbr4805	clinical expansion term 4805
abbr4806	clinical expansion term 4806
abbr4807	clinical expansion term 4807
abbr4808	clinical expansion term 4808
abbr4809	clinical expansion term 4809
abbr4810	clinical expansion term 4810
abbr4811	clinical expansion term 4811
abbr4812	clinical expansion term 4812
abbr4813	clinical expansion term 4813
abbr4814	clinical expansion term 4814
abbr4815	clinical expansion term 4815
abbr4816	clinical expansion term 4816
abbr4817	clinical expansion term 4817
abbr4818	clinical expansion term 4818
abbr4819	clinical expansion term 4819
abbr4820	clinical expansion term 4820
abbr4821	clinical expansion term 4821
abbr4822	clinical expansion term 4822
abbr4823	clinical expansion term 4823
abbr4824	clinical expansion term 4824
abbr4825	clinical expansion term 4825
abbr4826	clinical expansion term 4826
abbr4827	clinical expansion term 4827
abbr4828	clinical expansion term 4828
abbr4829	clinical expansion term 4829
abbr4830	clinical expansion term 4830
abbr4831	clinical expansion term 4831
abbr4832	clinical expansion term 4832
abbr4833	clinical expansion term 4833
abbr4834	clinical expansion term 4834
abbr4835	clinical expansion term 4835
abbr4836	clinical expansion term 4836
abbr4837	clinical expansion term 4837
abbr4838	clinical expansion term 4838
abbr4839	clinical expansion term 4839
abbr4840	clinical expansion term 4840
abbr4841	clinical expansion term 4841
abbr4842	clinical expansion term 4842
abbr4843	clinical expansion term 4843
abbr4844	clinical expansion term 4844
abbr4845	clinical expansion term 4845
abbr4846	clinical expansion term 4846
abbr4847	clinical expansion term 4847
abbr4848	clinical expansion term 4848
abbr4849	clinical expansion term 4849
abbr4850	clinical expansion term 4850
abbr4851	clinical expansion term 4851
abbr4852	clinical expansion term 4852
abbr4853	clinical expansion term 4853
abbr4854	clinical expansion term 4854
abbr4855	clinical expansion term 4855
abbr4856	clinical expansion term 4856
abbr4857	clinical expansion term 4857
abbr4858	clinical expansion term 4858
abbr4859	clinical expansion term 4859
abbr4860	clinical expansion term 4860
abbr4861	clinical expansion term 4861
abbr4862	clinical expansion term 4862
abbr4863	clinical expansion term 4863
abbr4864	clinical expansion term 4864
abbr4865	clinical expansion term 4865
abbr4866	clinical expansion term 4866
abbr4867	clinical expansion term 4867
abbr4868	clinical expansion term 4868
abbr4869	clinical expansion term 4869
abbr4870	clinical expansion term 4870
abbr4871	clinical expansion term 4871
abbr4872	clinical expansion term 4872
abbr4873	clinical expansion term 4873
abbr4874	clinical expansion term 4874
abbr4875	clinical expansion term 4875
abbr4876	clinical expansion term 4876
abbr4877	clinical expansion term 4877
abbr4878	clinical expansion term 4878
abbr4879	clinical expansion term 4879
abbr4880	clinical expansion term 4880
abbr4881	clinical expansion term 4881
abbr4882	clinical expansion term 4882
abbr4883	clinical expansion term 4883
abbr4884	clinical expansion term 4884
abbr4885	clinical expansion term 4885
abbr4886	clinical expansion term 4886
abbr4887	clinical expansion term 4887
abbr4888	clinical expansion term 4888
abbr4889	clinical expansion term 4889
abbr4890	clinical expansion term 4890
abbr4891	clinical expansion term 4891
abbr4892	clinical expansion term 4892
abbr4893	clinical expansion term 4893
abbr4894	clinical expansion term 4894
abbr4895	clinical expansion term 4895
abbr4896	clinical expansion term 4896
abbr4897	clinical expansion term 4897
abbr4898	clinical expansion term 4898
abbr4899	clinical expansion term 4899
abbr4900	clinical expansion term 4900
abbr4901	clinical expansion term 4901
abbr4902	clinical expansion term 4902
abbr4903	clinical expansion term 4903
abbr4904	clinical expansion term 4904
abbr4905	clinical expansion term 4905
abbr4906	clinical expansion term 4906
abbr4907	clinical expansion term 4907
abbr4908	clinical expansion term 4908
abbr4909	clinical expansion term 4909
abbr4910	clinical expansion term 4910
abbr4911	clinical expansion term 4911
abbr4912	clinical expansion term 4912
abbr4913	clinical expansion term 4913
abbr4914	clinical expansion term 4914
abbr4915	clinical expansion term 4915
abbr4916	clinical expansion term 4916
abbr4917	clinical expansion term 4917
abbr4918	clinical expansion term 4918
abbr4919	clinical expansion term 4919
abbr4920	clinical expansion term 4920
abbr4921	clinical expansion term 4921
abbr4922	clinical expansion term 4922
abbr4923	clinical expansion term 4923
abbr4924	clinical expansion term 4924
abbr4925	clinical expansion term 4925
abbr4926	clinical expansion term 4926
abbr4927	clinical expansion term 4927
abbr4928	clinical expansion term 4928
abbr4929	clinical expansion term 4929
abbr4930	clinical expansion term 4930
abbr4931	clinical expansion term 4931
abbr4932	clinical expansion term 4932
abbr4933	clinical expansion term 4933
abbr4934	clinical expansion term 4934
abbr4935	clinical expansion term 4935
abbr4936	clinical expansion term 4936
abbr4937	clinical expansion term 4937
abbr4938	clinical expansion term 4938
abbr4939	clinical expansion term 4939
abbr4940	clinical expansion term 4940
abbr4941	clinical expansion term 4941
abbr4942	clinical expansion term 4942
abbr4943	clinical expansion term 4943
abbr4944	clinical expansion term 4944
abbr4945	clinical expansion term 4945
abbr4946	clinical expansion term 4946
abbr4947	clinical expansion term 4947
abbr4948	clinical expansion term 4948
abbr4949	clinical expansion term 4949
abbr4950	clinical expansion term 4950
abbr4951	clinical expansion term 4951
abbr4952	clinical expansion term 4952
abbr4953	clinical expansion term 4953
abbr4954	clinical expansion term 4954
abbr4955	clinical expansion term 4955
abbr4956	clinical expansion term 4956
abbr4957	clinical expansion term 4957
abbr4958	clinical expansion term 4958
abbr4959	clinical expansion term 4959
abbr4960	clinical expansion term 4960
abbr4961	clinical expansion term 4961
abbr4962	clinical expansion term 4962
abbr4963	clinical expansion term 4963
abbr4964	clinical expansion term 4964
abbr4965	clinical expansion term 4965
abbr4966	clinical expansion term 4966
abbr4967	clinical expansion term 4967
abbr4968	clinical expansion term 4968
abbr4969	clinical expansion term 4969
abbr4970	clinical expansion term 4970
abbr4971	clinical expansion term 4971
abbr4972	clinical expansion term 4972
abbr4973	clinical expansion term 4973
abbr4974	clinical expansion term 4974
abbr4975	clinical expansion term 4975
abbr4976	clinical expansion term 4976
abbr4977	clinical expansion term 4977
abbr4978	clinical expansion term 4978
abbr4979	clinical expansion term 4979
abbr4980	clinical expansion term 4980
abbr4981	clinical expansion term 4981
abbr4982	clinical expansion term 4982
abbr4983	clinical expansion term 4983
abbr4984	clinical expansion term 4984
abbr4985	clinical expansion term 4985
abbr4986	clinical expansion term 4986
abbr4987	clinical expansion term 4987
abbr4988	clinical expansion term 4988
abbr4989	clinical expansion term 4989
abbr4990	clinical expansion term 4990
abbr4991	clinical expansion term 4991
abbr4992	clinical expansion term 4992
abbr4993	clinical expansion term 4993
abbr4994	clinical expansion term 4994
abbr4995	clinical expansion term 4995
abbr4996	clinical expansion term 4996
abbr4997	clinical expansion term 4997
abbr4998	clinical expansion term 4998
abbr4999	clinical expansion term 4999
abbr5000	clinical expansion term 5000
abbr5001	clinical expansion term 5001
abbr5002	clinical expansion term 5002
abbr5003	clinical expansion term 5003
abbr5004	clinical expansion term 5004
abbr5005	clinical expansion term 5005
abbr5006	clinical expansion term 5006
abbr5007	clinical expansion term 5007
abbr5008	clinical expansion term 5008
abbr5009	clinical expansion term 5009
abbr5010	clinical expansion term 5010
abbr5011	clinical expansion term 5011
abbr5012	clinical expansion term 5012
abbr5013	clinical expansion term 5013
abbr5014	clinical expansion term 5014
abbr5015	clinical expansion term 5015
abbr5016	clinical expansion term 5016
abbr5017	clinical expansion term 5017
abbr5018	clinical expansion term 5018
abbr5019	clinical expansion term 5019
abbr5020	clinical expansion term 5020
abbr5021	clinical expansion term 5021
abbr5022	clinical expansion term 5022
abbr5023	clinical expansion term 5023
abbr5024	clinical expansion term 5024
abbr5025	clinical expansion term 5025
abbr5026	clinical expansion term 5026
abbr5027	clinical expansion term 5027
abbr5028	clinical expansion term 5028
abbr5029	clinical expansion term 5029
abbr5030	clinical expansion term 5030
abbr5031	clinical expansion term 5031
abbr5032	clinical expansion term 5032
abbr5033	clinical expansion term 5033
abbr5034	clinical expansion term 5034
abbr5035	clinical expansion term 5035
abbr5036	clinical expansion term 5036
abbr5037	clinical expansion term 5037
abbr5038	clinical expansion term 5038
abbr5039	clinical expansion term 5039
abbr5040	clinical expansion term 5040
abbr5041	clinical expansion term 5041
abbr5042	clinical expansion term 5042
abbr5043	clinical expansion term 5043
abbr5044	clinical expansion term 5044
abbr5045	clinical expansion term 5045
abbr5046	clinical expansion term 5046
abbr5047	clinical expansion term 5047
abbr5048	clinical expansion term 5048
abbr5049	clinical expansion term 5049
abbr5050	clinical expansion term 5050
abbr5051	clinical expansion term 5051
abbr5052	clinical expansion term 5052
abbr5053	clinical expansion term 5053
abbr5054	clinical expansion term 5054
abbr5055	clinical expansion term 5055
abbr5056	clinical expansion term 5056
abbr5057	clinical expansion term 5057
abbr5058	clinical expansion term 5058
abbr5059	clinical expansion term 5059
abbr5060	clinical expansion term 5060
abbr5061	clinical expansion term 5061
abbr5062	clinical expansion term 5062
abbr5063	clinical expansion term 5063
abbr5064	clinical expansion term 5064
abbr5065	clinical expansion term 5065
abbr5066	clinical expansion term 5066
abbr5067	clinical expansion term 5067
abbr5068	clinical expansion term 5068
abbr5069	clinical expansion term 5069
abbr5070	clinical expansion term 5070
abbr5071	clinical expansion term 5071
abbr5072	clinical expansion term 5072
abbr5073	clinical expansion term 5073
